name	target	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	FractionCSP3	HallKierAlpha	HeavyAtomCount	Kappa1	Kappa2	Kappa3	LabuteASA	MolLogP	MolMR	MolWt	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	RingCount	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9
A-51	-5.54	11.991199352633217	8.735912938264335	9.491841884282788	8.198377302757663	5.168597732014396	5.546562205023623	3.866228260772304	4.273428387512911	2.9016140839995876	3.216584478173943	2.103000351295558	2.363361076342717	0.0	9.589074368143644	0.0	11.566489892729878	27.27643928052931	0.0	0.0	42.46456947923127	0.0	0.0	11.600939890232516	0.0	-1.9299999999999997	17	10.238454508109378	3.536414888127609	1.342832411672224	102.83886082779419	3.115400000000001	64.75900000000001	242.66099999999997	0	2	1	0	1	2	0	2	2	0	3	0	0	0	0	0.0	0.0	11.566489892729878	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	47.99914230100217	6.06636706846161	16.690354475090988	10.586084805438322	3	9.589074368143644	23.167429782962394	0.0	0.0	0.0	0.0	0.0	69.74100875976058	0.0	0.0	0.0	0.0	0.0	11.600939890232516	11.566489892729878	0.0	0.0	31.842880334931625	42.46456947923127	5.022633313741326	0.0	0.0	34.14	0.0	5.99578971403376	24.43256172839506	0.3290306122448985	1.5874382716049393	-0.32083333333333264	11.753790784832452	0.0	0.0	0.0
A-53	-1.98497	10.767584713501616	7.213410351218929	8.029906932146655	6.41552078507628	3.631031070980657	5.0710943997812965	2.560254582888362	4.164365969170763	1.403547445460772	2.7226084646697277	0.8312723524273643	1.694244565870243	15.982845722151419	8.417796984328938	0.0	4.895483475517775	5.687386274683562	0.0	24.26546827384644	0.0	0.0	4.397710993081425	17.201002431486554	0.0	-1.7599999999999998	14	10.32169934640523	3.5425546321945207	2.361749127986134	81.47211570320692	-0.7690999999999999	53.85	214.25	6	6	0	0	0	1	0	1	3	3	7	2	0	0	0	17.201002431486554	0.0	0.0	5.959554568743835	10.023291153407584	0.0	0.0	0.0	8.417796984328938	4.397710993081425	0.0	24.26546827384644	5.687386274683562	4.895483475517775	1	8.417796984328938	21.670231996834982	0.0	0.0	15.865045947405795	4.895483475517775	5.733667477162185	24.26546827384644	0.0	0.0	17.201002431486554	5.687386274683562	0.0	0.0	14.377351553072772	10.023291153407584	0.0	0.0	33.55866274244564	0.0	0.0	0.0	124.55999999999999	25.843985260770975	0.0	9.259259259297714e-05	0.0	15.796895786092215	-0.49831018518518433	5.567892101284958	0.0	0.0	-3.793888888888888
A-55	-3.912	17.877950698581344	13.905980849510401	13.905980849510401	11.917922655570505	8.559017638159467	8.559017638159467	6.9280761200272325	6.9280761200272325	5.301204575508553	5.301204575508553	3.7633623319870138	3.7633623319870138	17.215316520898284	19.086016810659167	0.0	29.075198193605672	17.7488433982124	19.26246486877803	12.263210640074686	6.06636706846161	16.390746578332458	0.0	5.733667477162185	0.4444444444444444	-2.41	25	16.07981114857018	5.555552204515302	2.413651247217968	143.19804156371092	2.0995999999999997	92.79670000000003	345.3740000000001	3	6	1	1	2	1	1	2	5	2	7	4	1	1	2	20.307204250644723	11.38067233274289	0.0	5.428790391900541	0.0	5.969305287951849	4.794537184071822	9.184952231746642	0.0	0.0	6.923737199690624	31.395199005701247	36.25334667943433	11.204086992299825	4	14.291479626587348	22.559616494716472	0.0	4.567099647791355	5.733667477162185	44.311724555912534	11.444666136763054	39.933577617251544	0.0	0.0	16.062367599913205	10.077801322358383	0.0	0.0	34.2713703947924	0.0	5.817220841045895	42.586031573385426	23.12411489260812	0.0	10.902924932081056	0.0	88.56	16.52013699924414	0.0	25.748012308675637	9.39424790707529	6.063139619152428	-1.800570470995254	3.1027591708936395	4.05887821560621	2.5800629170145766	0.0
A-60	-3.656	12.629392033067417	9.726471127297383	9.726471127297383	8.036841128635924	5.560481820388112	5.560481820388112	4.077913441491074	4.077913441491074	3.3550361550083743	3.3550361550083743	2.274623088808983	2.274623088808983	16.493667147753207	14.908855452837393	0.0	5.687386274683562	18.405094737549014	5.563451491696996	12.13273413692322	6.06636706846161	13.847474399381248	0.0	4.736862953800049	0.4166666666666667	-1.9099999999999997	17	11.571752540962677	3.8352083618939927	1.581211013751296	98.54326770439783	2.780500000000001	60.77190000000003	235.23899999999998	0	5	0	1	1	1	0	1	4	0	5	3	0	0	0	4.736862953800049	5.601050810983688	0.0	0.0	5.687386274683562	5.969305287951849	10.114318268765572	4.794537184071822	0.0	0.0	13.847474399381248	18.90801031431363	17.696185628620217	10.486762540514666	2	14.45471118668954	11.656691562635412	0.0	0.0	0.0	32.29016845621695	0.0	39.4403224575444	0.0	0.0	0.0	5.687386274683562	0.0	0.0	10.892616336769521	10.337913764783737	10.114318268765572	42.61055781269908	18.19910120538483	0.0	0.0	0.0	69.44	5.390939153439153	0.0	21.881760833963213	10.66132952254976	0.3947793839758138	-0.4653703703703702	4.344212962962962	1.3334344293272864	3.875580750818846	0.0
A-68	-2.937	9.259148545064338	6.766777096601535	6.766777096601535	6.325698502695488	3.8657648146944963	3.8657648146944963	2.7334413498438197	2.7334413498438197	1.963570200654141	1.963570200654141	1.3382739985260532	1.3382739985260532	0.0	4.794537184071822	0.0	11.494929949135642	5.563451491696996	5.563451491696996	6.076020106833881	18.208754243757102	12.13273413692322	5.15571272675054	5.20725302477729	0.0	-1.9	13	7.733836486578785	2.8603023152422966	1.140925603898004	75.00085422894777	1.4607999999999999	48.80650000000001	173.171	1	3	1	0	1	1	0	1	3	1	3	0	0	0	0	5.20725302477729	0.0	5.711685002770702	5.783244946364939	0.0	0.0	4.794537184071822	0.0	0.0	0.0	35.49720110743086	11.639471598530877	5.563451491696996	0.0	2	10.001790208849112	17.570950055969522	0.0	0.0	5.15571272675054	0.0	0.0	41.468391364074314	0.0	0.0	0.0	0.0	0.0	0.0	16.702182973912933	4.794537184071822	0.0	11.126902983393991	35.49720110743086	0.0	6.076020106833881	0.0	49.66	0.0	0.0	11.210466742252457	11.62718820861678	1.6856481481481487	-0.26277777777777755	7.2913265306122454	3.1148148148148147	0.0	0.0
A-73	-2.6	12.455665446700477	8.037582777198441	8.037582777198441	7.341111712849499	4.009941820201343	4.009941820201343	2.9568283712280112	2.9568283712280112	2.0029628673433635	2.0029628673433635	1.2012909535513623	1.2012909535513623	32.75415142665131	25.023173721602966	0.0	5.563451491696996	0.0	12.13273413692322	6.923737199690624	0.0	0.0	0.0	5.106527394840706	0.125	-2.5100000000000002	16	11.564128984432914	3.927521570712279	1.9459484630854713	88.42299464552956	1.5096199999999997	51.447100000000006	226.14399999999998	1	8	0	0	0	1	0	1	5	1	8	3	0	0	0	5.106527394840706	0.0	0.0	0.0	11.374772549367124	5.969305287951849	20.228636537531145	4.794537184071822	0.0	0.0	0.0	6.923737199690624	11.629818560158606	21.476440657793948	1	19.74768667654787	17.344077837318974	0.0	0.0	0.0	6.923737199690624	0.0	43.48827365784836	0.0	0.0	0.0	11.374772549367124	0.0	0.0	20.922454780427895	0.0	27.15237373722177	15.921440167465814	12.13273413692322	0.0	0.0	0.0	123.58000000000001	0.0	0.0	30.01100529100529	29.74622448979592	-1.745092592592591	-1.4404629629629622	1.5341666666666667	0.0	1.2274924414210129	0.0
A-94	-5.324	16.30060042939172	12.328630580320775	12.328630580320775	10.952397498181154	7.576606399909263	7.576606399909263	6.301326465582567	6.301326465582567	4.521906084629838	4.521906084629838	3.117495857759789	3.117495857759789	17.215316520898284	19.086016810659167	0.0	23.033357364457714	24.293599804124977	18.90801031431363	6.196843571613076	10.633466716252965	4.899909730850478	0.0	5.733667477162185	0.375	-2.41	23	14.199378529388138	4.791247041683624	2.1915923372390598	130.46815733491766	1.3209999999999997	83.58470000000003	317.32000000000005	3	6	1	1	2	1	1	2	5	2	7	3	1	1	2	20.307204250644723	11.38067233274289	0.0	5.428790391900541	0.0	5.969305287951849	4.794537184071822	9.184952231746642	0.0	0.0	0.0	24.97437738277524	36.756262256198944	11.204086992299825	4	14.291479626587348	22.559616494716472	0.0	4.567099647791355	5.733667477162185	24.92532490414794	17.98942254267563	39.933577617251544	0.0	0.0	16.062367599913205	10.077801322358383	0.0	0.0	34.77428597155702	0.0	5.817220841045895	29.241472750768796	23.12411489260812	0.0	10.902924932081056	0.0	88.56	16.1956320861678	0.0	25.448441250875412	9.324790723145702	5.785056926198702	-1.8093640039680796	3.002424152627074	3.2409218841857728	1.1454303141009488	0.0
A-142	-1.795	11.759148545064338	9.357568303562363	9.357568303562363	7.50483718255332	5.185926645096893	5.185926645096893	4.432048736370701	4.432048736370701	2.627912965068345	2.627912965068345	1.7275031023422471	1.7275031023422471	5.538925252383345	9.589074368143644	0.0	11.938294241689578	6.544756405912575	5.563451491696996	4.899909730850478	13.847474399381248	30.33183534230805	5.316788604006331	0.0	0.3333333333333333	-1.8399999999999996	16	10.670299983987857	3.627821656658941	1.7810943453741808	94.24796470624635	1.5170000000000001	59.60270000000003	218.25600000000003	1	4	0	1	1	1	0	1	2	1	4	2	0	1	1	5.316788604006331	5.538925252383345	0.0	0.0	5.907179729351506	6.031114512338072	9.694446914922299	4.794537184071822	0.0	0.0	30.33183534230805	19.410925891078243	0.0	6.544756405912575	2	9.589074368143644	11.938294241689578	0.0	10.216698334856808	0.0	25.931156057677168	0.0	35.89528683400505	0.0	0.0	5.316788604006331	4.794537184071822	0.0	0.0	22.3771292249234	11.339293589984397	0.0	19.410925891078243	30.33183534230805	0.0	0.0	0.0	49.410000000000004	0.0	0.0	24.72846419123205	2.65067436696901	0.162020856953893	-0.17930272108843504	9.14668497260015	0.0	3.741458333333333	0.0
A-158	-1.959	16.47432701575866	14.325914364648549	14.325914364648549	11.663869018582142	8.995940442481375	8.995940442481375	7.809899381690286	7.809899381690286	6.880539471616092	6.880539471616092	5.935789564595409	5.935789564595409	0.0	5.106527394840706	0.0	24.415865550993214	11.959746875309353	43.727066564184426	11.126902983393991	7.109797541277533	6.06636706846161	18.013948781989278	14.210588861400147	0.6842105263157895	-1.3	24	14.994182833256183	5.099700541329136	1.7021166644419439	142.04702910345597	1.6992	88.50980000000004	331.41200000000015	1	5	2	2	4	1	0	1	5	1	5	3	1	1	2	24.21702598709133	6.103966387748303	18.291965972667636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06636706846161	56.82343948661379	24.13008033151927	6.103966387748303	5	19.31711625624085	0.0	0.0	4.899909730850478	5.917906046161393	49.34805056574539	27.495168235967128	23.259637120317212	0.0	11.49902366656781	9.473725907600098	0.0	11.49902366656781	0.0	55.75137896630286	16.57267504612284	5.917906046161393	30.389367852172022	12.13273413692322	0.0	0.0	0.0	51.160000000000004	17.245700921770094	0.0	2.51482670382968	10.719695688460568	2.664696121504158	2.1826678371966075	4.755670010288066	3.520232714999579	1.2777190413202315	3.868790960631013
A-191	-6.042	13.501789232183626	10.451806592389786	10.451806592389786	9.270856947829097	6.003889189758083	6.003889189758083	3.9987646907638563	3.9987646907638563	2.601230120769056	2.601230120769056	1.6327972341624057	1.6327972341624057	5.969305287951849	4.794537184071822	0.0	6.606881964512918	11.250837766380558	5.563451491696996	0.0	30.34148838068032	36.407855449141934	0.0	10.470530430962235	0.0625	-2.5499999999999994	19	12.895316540915097	6.400759172821562	3.7092692127763343	111.87362077752654	3.139000000000002	76.61290000000002	253.30100000000002	2	3	0	0	0	2	0	2	3	1	3	4	0	0	0	10.470530430962235	6.606881964512918	0.0	0.0	0.0	5.969305287951849	0.0	4.794537184071822	0.0	0.0	48.54058958606515	23.772205735454097	5.687386274683562	5.563451491696996	2	9.53140013787187	17.732711669469293	0.0	0.0	0.0	0.0	12.340549441675103	71.80022670638238	0.0	0.0	5.733667477162185	5.687386274683562	0.0	0.0	12.576187252464766	4.736862953800049	0.0	15.921440167465814	60.67332372298837	0.0	6.076020106833881	0.0	52.32000000000001	5.1248934712773995	0.0	11.740726253464349	0.0	7.5941382217870315	-0.40665585369950397	16.68692152773006	3.702375283446712	0.22426776266061976	0.0
